product_ic,product_n_category,brand,price,sales_volu,click_thro,customer_,conversion,popularity,product_description
P238,Electronics,Dell,925.32,773,0.05,287,0.16,967,"A portable laptop from Dell, selling at 925.32."
P239,Electronics,Samsung,131.65,2338,0.48,341,0.02,855,"A high-speed SSD from Samsung, selling at 131.65."
P240,Beauty,Clinique,1519.64,3266,0.38,210,0.18,1227,"A long-lasting foundation from Clinique, priced at 1519.64."
P241,Apparel,Zara,711.77,2044,0.33,837,0.19,1650,"A linen jeans from Zara, for 711.77."
P242,Electronics,Samsung,1861.23,2221,0.07,338,0.19,852,"A compact laptop from Samsung, selling at 1861.23."
P243,Apparel,Gap,1420.26,713,0.25,504,0.12,773,"A silk dress from Gap, for 1420.26."
P244,Grocery,OrganicCh,818.31,4178,0.27,708,0.03,1575,"organic cereal from OrganicCh, at the price of 818.31."
P245,Sports,Nike,407.68,2893,0.12,962,0.1,182,"A gym leggings by Nike, ideal for matches. price is 407.68."
P246,Sports,Under Armour,1234.62,1865,0.29,188,0.19,1827,"A breathable leggings by Under Armour, ideal for workouts. price is 1234.62."
P247,Electronics,Samsung,1295.28,3857,0.09,809,0.18,222,"A wireless monitor from Samsung, selling at 1295.28."
P248,Sports,Under Armour,934.4,1789,0.34,379,0.03,210,"A durable running shoes by Under Armour, ideal for training. price is 934.4."
P249,Electronics,Lenovo,1497.36,3071,0.04,332,0.16,1141,"A wireless monitor from Lenovo, selling at 1497.36."
P250,Home & Kitchen,Prestige,324.08,2802,0.12,817,0.14,1466,"A long-lasting pan from Prestige, priced 324.08."
P251,Grocery,General Mills,605.88,1547,0.21,576,0.13,514,"healthy quinoa flour from General Mills, at the price of 605.88."
P252,Electronics,Apple,1498.52,4567,0.06,338,0.01,1277,"A noise-cancelling monitor from Apple, selling at 1498.52."
P253,Grocery,Unilever,780.76,4604,0.03,992,0.04,963,"rich in protein quinoa flour from Unilever, at the price of 780.76."
P254,Apparel,GAP,814.53,4894,0.47,299,0.02,321,"A linen jeans from GAP, for 814.53."
P255,Sports,Adidas,1500.27,3114,0.02,309,0.13,386,"A breathable leggings by Adidas, ideal for matches. price is 1500.27."
P256,Electronics,Dell,1739.98,4783,0.41,766,0.15,871,"A portable headphones from Dell, selling at 1739.98."
P257,Beauty,L'Oreal,1035.3,1074,0.35,515,0.14,516,"A for dry skin serum from L'Oreal, priced at 1035.3."
P258,Apparel,Zara,1071.17,2398,0.31,216,0.02,736,"A Polyester dress from Zara, for 1071.17."
P259,Home & Kitchen,IKEA,1845.54,599,0.25,120,0.18,666,"A durable table from IKEA, priced 1845.54."
P260,Beauty,Estee Lauder,84.32,4093,0.31,261,0.11,597,"A for dry skin foundation from Estee Lauder, priced at 84.32."
P261,Electronics,Sony,1575.61,288,0.22,415,0.07,1751,"A noise-cancelling laptop from Sony, selling at 1575.61."
P262,Apparel,H&M,1992.0,3905,0.39,19,0.17,786,"A silk T-shirt from H&M, for 1992.0."
P263,Beauty,Estee Lauder,68.82,4861,0.07,783,0.2,346,"A long-lasting cream from Estee Lauder, priced at 68.82."
P264,Electronics,Sony,24.51,4728,0.33,554,0.1,1643,"A high-quality SSD from Sony, selling at 24.51."
P265,Beauty,Maybelline,1770.74,729,0.05,678,0.12,604,"A hydrating serum from Maybelline, priced at 1770.74."
P266,Grocery,General Mills,1927.21,4842,0.45,291,0.17,1247,"organic quinoa flour from General Mills, at the price of 1927.21."
P267,Grocery,Kellogg's,1089.6,1060,0.03,691,0.04,815,"low-sugar oats from Kellogg's, at the price of 1089.6."
P268,Grocery,OrganicCh,1364.42,4965,0.07,267,0.03,1918,"healthy quinoa flour from OrganicCh, at the price of 1364.42."
P269,Beauty,Revlon,1298.96,2995,0.37,830,0.13,764,"A long-lasting foundation from Revlon, priced at 1298.96."
P270,Electronics,Dell,1669.75,590,0.01,753,0.06,427,"A high-speed headphones from Dell, selling at 1669.75."
P271,Electronics,Samsung,259.84,593,0.15,863,0.15,931,"A wireless headphones from Samsung, selling at 259.84."
P272,Sports,Nike,1192.37,4002,0.37,570,0.04,532,"A durable running shoes by Nike, ideal for workouts. price is 1192.37."
P273,Grocery,Unilever,1738.64,4221,0.42,59,0.08,1038,"gluten-free quinoa flour from Unilever, at the price of 1738.64."
P274,Beauty,L'Oreal,477.17,1060,0.28,566,0.07,860,"A long-lasting serum from L'Oreal, priced at 477.17."
P275,Electronics,HP,144.3,4097,0.17,389,0.12,1287,"A wireless SSD from HP, selling at 144.3."
P276,Apparel,Levi's,1189.35,1370,0.32,145,0.19,1867,"A cotton dress from Levi's, for 1189.35."
P277,Home & Kitchen,Tupperware,314.97,1328,0.22,926,0.11,1260,"A unbreakable table from Tupperware, priced 314.97."
P278,Apparel,H&M,805.92,4991,0.39,429,0.03,306,"A denim jacket from H&M, for 805.92."
P279,Home & Kitchen,Prestige,1216.53,3440,0.16,294,0.09,1477,"A eco-friendly table from Prestige, priced 1216.53."
P280,Grocery,Nestle,1039.14,1580,0.4,671,0.18,904,"organic cereal from Nestle, at the price of 1039.14."
P281,Home & Kitchen,Prestige,1185.52,4120,0.45,765,0.13,390,"A long-lasting blender from Prestige, priced 1185.52."
P282,Beauty,Clinique,132.42,3595,0.41,350,0.13,391,"A long-lasting foundation from Clinique, priced at 132.42."
P283,Beauty,Revlon,1615.65,2016,0.21,545,0.11,1407,"A oil-free lipstick from Revlon, priced at 1615.65."
P284,Home & Kitchen,IKEA,723.0,3814,0.18,828,0.14,1074,"A durable table from IKEA, priced 723.0."
P285,Sports,Wilson,1546.82,1073,0.37,211,0.04,1923,"A gym shoes by Wilson, ideal for matches. price is 1546.82."
P286,Beauty,Clinique,686.06,1949,0.42,276,0.05,1835,"A SPF cream from Clinique, priced at 686.06."
P287,Sports,Under Armour,534.04,682,0.49,694,0.1,847,"A durable leggings by Under Armour, ideal for matches. price is 534.04."
P288,Home & Kitchen,Bosch,735.47,1801,0.46,107,0.15,618,"A energy-efficient container from Bosch, priced 735.47."
P289,Grocery,Kellogg's,72.88,1001,0.13,477,0.12,1277,"vitamin-rich oats from Kellogg's, at the price of 72.88."
P290,Apparel,Tommy Hilfiger,913.89,441,0.14,675,0.13,1305,"A silk T-shirt from Tommy Hilfiger, for 913.89."
P291,Electronics,Lenovo,140.07,736,0.21,499,0.11,1083,"A high-speed SSD from Lenovo, selling at 140.07."
P292,Apparel,Tommy Hilfiger,531.45,163,0.06,740,0.19,1949,"A cotton jeans from Tommy Hilfiger, for 531.45."
P293,Grocery,Nestle,1401.61,4648,0.23,589,0.13,460,"organic quinoa flour from Nestle, at the price of 1401.61."
P294,Beauty,Revlon,1205.68,1358,0.06,901,0.14,1856,"A for dry skin serum from Revlon, priced at 1205.68."
P295,Sports,Adidas,799.79,4100,0.12,171,0.02,1209,"A gym sports jersey by Adidas, ideal for matches. price is 799.79."
P296,Electronics,Apple,732.05,2775,0.24,991,0.09,1972,"A large memory SSD from Apple, selling at 732.05."
P297,Home & Kitchen,Tupperware,1352.41,3014,0.37,327,0.11,1620,"A unbreakable pan from Tupperware, priced 1352.41."
P298,Sports,Adidas,854.72,4550,0.04,131,0.02,908,"A durable sports jersey by Adidas, ideal for workouts. price is 854.72."
P299,Apparel,Gap,837.69,2343,0.04,831,0.17,1947,"A wool jeans from Gap, for 837.69."
P300,Home & Kitchen,Bosch,1799.22,2040,0.27,459,0.11,655,"A energy-efficient blender from Bosch, priced 1799.22."
P301,Grocery,Unilever,1830.56,3556,0.37,771,0.04,457,"rich in protein cereal from Unilever, at the price of 1830.56."
P302,Home & Kitchen,IKEA,305.56,2775,0.11,834,0.02,878,"A energy-efficient container from IKEA, priced 305.56."
P303,Electronics,Dell,74.02,814,0.44,976,0.05,1677,"A noise-cancelling monitor from Dell, selling at 74.02."
P304,Apparel,Tommy Hilfiger,701.19,1905,0.38,902,0.1,304,"A Polyester dress from Tommy Hilfiger, for 701.19."
P305,Sports,Wilson,193.8,3165,0.28,768,0.16,191,"A athlete sports jersey by Wilson, ideal for matches. price is 193.8."
P306,Beauty,Clinique,1962.01,4770,0.03,911,0.04,863,"A for dry skin foundation from Clinique, priced at 1962.01."
P307,Home & Kitchen,Philips,204.07,737,0.32,483,0.19,1415,"A long-lasting blender from Philips, priced 204.07."
P308,Home & Kitchen,Philips,341.01,399,0.48,956,0.16,1419,"A energy-efficient table from Philips, priced 341.01."
P309,Apparel,Gap,1550.62,3180,0.48,464,0.05,950,"A cotton dress from Gap, for 1550.62."
P310,Home & Kitchen,Bosch,288.54,1230,0.11,989,0.07,418,"A unbreakable container from Bosch, priced 288.54."
P311,Apparel,Levi's,569.1,1114,0.02,315,0.07,227,"A silk jeans from Levi's, for 569.1."
P312,Sports,Puma,997.17,2164,0.02,207,0.12,942,"A moisture-wicking hoodie by Puma, ideal for workouts. price is 997.17."
P313,Sports,Nike,191.52,1173,0.49,695,0.03,1625,"A durable hoodie by Nike, ideal for matches. price is 191.52."
P314,Apparel,H&M,1897.0,3994,0.15,766,0.11,326,"A linen jeans from H&M, for 1897.0."
P315,Apparel,Tommy Hilfiger,1821.57,3419,0.01,18,0.17,1029,"A cotton jeans from Tommy Hilfiger, for 1821.57."
P316,Electronics,Dell,28.0,1773,0.14,716,0.03,846,"A compact SSD from Dell, selling at 28.0."
P317,Electronics,Samsung,1434.18,3542,0.45,516,0.09,214,"A high-quality monitor from Samsung, selling at 1434.18."
P318,Apparel,Tommy Hilfiger,246.8,4786,0.34,313,0.02,1376,"A cotton jeans from Tommy Hilfiger, for 246.8."
P319,Home & Kitchen,Prestige,1413.42,2372,0.47,799,0.18,489,"A non-stick blender from Prestige, priced 1413.42."
P320,Electronics,Sony,934.21,4811,0.15,185,0.14,1064,"A high-speed laptop from Sony, selling at 934.21."
P321,Sports,Nike,234.15,4714,0.47,135,0.05,404,"A athlete running shoes by Nike, ideal for matches. price is 234.15."
P322,Apparel,Levi's,147.32,931,0.45,827,0.04,1493,"A linen dress from Levi's, for 147.32."
P323,Grocery,OrganicCh,510.92,1550,0.5,418,0.08,1332,"healthy cereal from OrganicCh, at the price of 510.92."
P324,Electronics,Lenovo,1794.71,113,0.14,284,0.08,496,"A noise-cancelling headphones from Lenovo, selling at 1794.71."
P325,Beauty,Clinique,23.69,3860,0.17,144,0.14,1272,"A anti-aging lipstick from Clinique, priced at 23.69."
P326,Apparel,Levi's,1094.37,3100,0.11,754,0.2,395,"A linen T-shirt from Levi's, for 1094.37."
P327,Home & Kitchen,IKEA,421.82,3734,0.48,883,0.12,301,"A energy-efficient blender from IKEA, priced 421.82."
P328,Electronics,HP,1265.04,3576,0.09,707,0.02,1423,"A cheap SSD from HP, selling at 1265.04."
P329,Beauty,Revlon,760.33,332,0.05,67,0.05,1236,"A dewy lipstick from Revlon, priced at 760.33."
P330,Grocery,Nestle,1008.79,875,0.31,515,0.07,1690,"vegan quinoa flour from Nestle, at the price of 1008.79."
P331,Electronics,Apple,1695.86,2395,0.3,204,0.11,821,"A high-speed laptop from Apple, selling at 1695.86."
P332,Grocery,Kellogg's,533.07,4374,0.11,804,0.18,1096,"organic oats from Kellogg's, at the price of 533.07."
P333,Grocery,Kellogg's,1325.19,3710,0.33,870,0.14,770,"organic quinoa flour from Kellogg's, at the price of 1325.19."
P334,Grocery,General Mills,1339.67,746,0.31,671,0.09,333,"healthy cereal from General Mills, at the price of 1339.67."
P335,Electronics,Dell,301.57,406,0.12,682,0.13,1151,"A high-speed headphones from Dell, selling at 301.57."
P336,Home & Kitchen,Tupperware,460.86,4473,0.11,924,0.13,1571,"A eco-friendly pan from Tupperware, priced 460.86."
P337,Sports,Wilson,1083.88,1375,0.42,638,0.06,1212,"A lightweight hiking shoes by Wilson, ideal for training. price is 1083.88."
P338,Apparel,Zara,596.87,913,0.39,321,0.11,767,"A silk jeans from Zara, for 596.87."
P339,Home & Kitchen,Bosch,78.4,586,0.32,418,0.07,1813,"A easy to use blender from Bosch, priced 78.4."
P340,Home & Kitchen,Prestige,342.39,2073,0.05,419,0.1,1797,"A long-lasting pan from Prestige, priced 342.39."
P341,Apparel,Levi's,437.34,4184,0.09,825,0.11,523,"A Polyester dress from Levi's, for 437.34."
P342,Apparel,Tommy Hilfiger,69.92,1174,0.46,470,0.11,528,"A cotton jeans from Tommy Hilfiger, for 69.92."
P343,Grocery,General Mills,965.68,1333,0.33,797,0.19,1095,"low-sugar oats from General Mills, at the price of 965.68."
P344,Electronics,Lenovo,482.86,4795,0.27,890,0.02,467,"A portable headphones from Lenovo, selling at 482.86."
P345,Sports,Nike,1165.18,1458,0.04,440,0.09,1979,"A durable hiking shoes by Nike, ideal for matches. price is 1165.18."
P346,Apparel,Tommy Hilfiger,86.55,934,0.29,403,0.03,1049,"A silk dress from Tommy Hilfiger, for 86.55."
P347,Sports,Puma,1581.55,3747,0.29,779,0.1,1983,"A breathable shoes by Puma, ideal for training. price is 1581.55."
P348,Grocery,Kellogg's,457.31,660,0.29,430,0.01,1442,"organic oats from Kellogg's, at the price of 457.31."
P349,Home & Kitchen,Tupperware,849.76,2189,0.37,253,0.12,687,"A durable blender from Tupperware, priced 849.76."
P350,Sports,Adidas,776.31,1701,0.46,34,0.05,776,"A durable running shoes by Adidas, ideal for matches. price is 776.31."
P351,Grocery,General Mills,597.63,2841,0.33,97,0.14,1698,"organic cereal from General Mills, at the price of 597.63."
P352,Grocery,Unilever,127.82,3115,0.18,734,0.17,1258,"organic cereal from Unilever, at the price of 127.82."
P353,Beauty,Clinique,1468.01,3930,0.01,796,0.06,176,"A for dry skin serum from Clinique, priced at 1468.01."
P354,Sports,Wilson,993.8,741,0.06,313,0.19,1324,"A breathable hiking shoes by Wilson, ideal for matches. price is 993.8."
P355,Beauty,Clinique,469.89,1922,0.31,332,0.01,519,"A long-lasting serum from Clinique, priced at 469.89."
P356,Beauty,Revlon,1712.06,2194,0.22,508,0.18,1398,"A long-lasting cream from Revlon, priced at 1712.06."
P357,Home & Kitchen,Prestige,691.22,4793,0.27,346,0.18,137,"A energy-efficient pan from Prestige, priced 691.22."
P358,Beauty,L'Oreal,813.67,2966,0.03,78,0.11,954,"A dewy serum from L'Oreal, priced at 813.67."
P359,Electronics,HP,1961.4,392,0.49,824,0.05,576,"A portable headphones from HP, selling at 1961.4."
P360,Electronics,HP,31.85,4825,0.14,509,0.08,1375,"A noise-cancelling laptop from HP, selling at 31.85."
P361,Grocery,General Mills,323.4,990,0.33,454,0.04,1731,"low-sugar cereal from General Mills, at the price of 323.4."
P362,Beauty,L'Oreal,1413.02,4232,0.21,752,0.1,399,"A SPF foundation from L'Oreal, priced at 1413.02."
P363,Grocery,General Mills,1056.16,535,0.42,226,0.16,1556,"gluten-free quinoa flour from General Mills, at the price of 1056.16."
P364,Grocery,General Mills,873.11,3311,0.38,528,0.18,726,"vegan quinoa flour from General Mills, at the price of 873.11."
P365,Sports,Under Armour,584.17,2069,0.04,688,0.07,251,"A gym leggings by Under Armour, ideal for training. price is 584.17."
P366,Apparel,Levi's,605.96,2721,0.4,975,0.17,569,"A denim dress from Levi's, for 605.96."
P367,Beauty,Revlon,790.8,854,0.22,193,0.07,1913,"A oil-free foundation from Revlon, priced at 790.8."
P368,Sports,Wilson,567.62,4389,0.39,109,0.19,1354,"A gym running shoes by Wilson, ideal for matches. price is 567.62."
P369,Home & Kitchen,Philips,1424.5,4772,0.03,399,0.01,1937,"A easy to use blender from Philips, priced 1424.5."
P370,Sports,Puma,1477.79,666,0.28,31,0.03,1615,"A breathable shoes by Puma, ideal for matches. price is 1477.79."
P371,Beauty,Maybelline,1492.35,1502,0.07,457,0.05,320,"A matte lipstick from Maybelline, priced at 1492.35."
P372,Grocery,Unilever,223.64,2366,0.16,191,0.03,1877,"gluten-free quinoa flour from Unilever, at the price of 223.64."
P373,Beauty,Clinique,339.31,3911,0.03,656,0.13,966,"A dewy lipstick from Clinique, priced at 339.31."
P374,Electronics,Samsung,288.39,831,0.13,653,0.1,607,"A cheap monitor from Samsung, selling at 288.39."
P375,Apparel,Zara,719.96,1088,0.13,108,0.12,1857,"A wool jacket from Zara, for 719.96."
P376,Home & Kitchen,Prestige,731.13,2226,0.02,129,0.18,911,"A durable pan from Prestige, priced 731.13."
P377,Sports,Wilson,343.0,2410,0.2,227,0.09,1264,"A lightweight shoes by Wilson, ideal for training. price is 343.0."
P378,Beauty,Estee Lauder,227.59,3964,0.41,307,0.09,1077,"A hydrating cream from Estee Lauder, priced at 227.59."
P379,Grocery,Nestle,456.07,947,0.26,289,0.11,743,"vitamin-rich oats from Nestle, at the price of 456.07."
P380,Sports,Puma,1615.27,4971,0.26,639,0.06,551,"A gym sports jersey by Puma, ideal for training. price is 1615.27."
P381,Electronics,Lenovo,1970.35,155,0.49,297,0.07,476,"A high-speed monitor from Lenovo, selling at 1970.35."
P382,Sports,Wilson,392.33,505,0.33,112,0.19,471,"A gym shoes by Wilson, ideal for training. price is 392.33."
P383,Apparel,Gap,999.57,2316,0.37,414,0.16,1138,"A silk T-shirt from Gap, for 999.57."
P384,Apparel,GAP,1137.96,828,0.47,521,0.03,381,"A linen T-shirt from GAP, for 1137.96."
P385,Beauty,Revlon,487.4,931,0.06,180,0.11,1842,"A dewy lipstick from Revlon, priced at 487.4."
P386,Grocery,Nestle,687.05,3344,0.42,358,0.13,1677,"vegan oats from Nestle, at the price of 687.05."
P387,Grocery,General Mills,791.74,2561,0.28,154,0.17,1689,"vegan oats from General Mills, at the price of 791.74."
P388,Home & Kitchen,Prestige,1722.72,1658,0.02,938,0.03,242,"A long-lasting blender from Prestige, priced 1722.72."
P389,Grocery,General Mills,262.9,1544,0.4,639,0.12,539,"vitamin-rich cereal from General Mills, at the price of 262.9."
P390,Grocery,Nestle,410.61,1406,0.36,489,0.04,509,"gluten-free quinoa flour from Nestle, at the price of 410.61."
P391,Sports,Under Armour,819.73,281,0.28,486,0.05,169,"A moisture-wicking hiking shoes by Under Armour, ideal for workouts. price is 819.73."
P392,Home & Kitchen,Bosch,1863.72,2494,0.26,611,0.15,1603,"A easy to use blender from Bosch, priced 1863.72."
P393,Apparel,Gap,1953.34,2558,0.1,354,0.14,1213,"A denim jeans from Gap, for 1953.34."
P394,Sports,Puma,1899.77,2817,0.23,660,0.19,325,"A gym running shoes by Puma, ideal for matches. price is 1899.77."
P395,Grocery,Unilever,1163.09,2104,0.13,359,0.14,481,"organic quinoa flour from Unilever, at the price of 1163.09."
P396,Sports,Adidas,755.83,4852,0.35,589,0.1,1536,"A moisture-wicking running shoes by Adidas, ideal for matches. price is 755.83."
P397,Beauty,L'Oreal,1654.35,3086,0.49,360,0.16,1574,"A anti-aging lipstick from L'Oreal, priced at 1654.35."
P398,Grocery,OrganicCh,244.0,4013,0.32,884,0.16,554,"organic quinoa flour from OrganicCh, at the price of 244.0."
P399,Beauty,Maybelline,626.37,4331,0.47,938,0.1,1663,"A for dry skin lipstick from Maybelline, priced at 626.37."
P400,Apparel,Levi's,1845.62,4408,0.13,195,0.08,1895,"A silk jacket from Levi's, for 1845.62."
P401,Beauty,Estee Lauder,260.66,2862,0.1,170,0.14,439,"A anti-aging cream from Estee Lauder, priced at 260.66."
P402,Electronics,Dell,1174.47,1154,0.2,632,0.03,1162,"A large memory monitor from Dell, selling at 1174.47."
P403,Home & Kitchen,Philips,1199.59,3868,0.12,51,0.04,480,"A energy-efficient table from Philips, priced 1199.59."
P404,Grocery,Nestle,1973.84,1074,0.35,476,0.02,1204,"rich in protein cereal from Nestle, at the price of 1973.84."
P405,Apparel,H&M,401.0,3525,0.26,466,0.09,1861,"A Polyester jacket from H&M, for 401.0."
P406,Beauty,Maybelline,1556.5,4831,0.01,428,0.15,1610,"A SPF lipstick from Maybelline, priced at 1556.5."
P407,Sports,Wilson,1339.52,2552,0.25,857,0.19,1005,"A gym hoodie by Wilson, ideal for workouts. price is 1339.52."
P408,Beauty,Clinique,671.62,3833,0.18,688,0.12,791,"A hydrating serum from Clinique, priced at 671.62."
